500,00-13-a2-00-40-a1-ee-d3,1,128,0,39,0,16,0,30,0,33,0,0,0,0,0,24,0,27,0,19,0,0,0,19,0,19,0,0,0,0,0,24,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,8,0,8,0,8,0,0,0,8,0,8,0,0,0,0,0,8,0,8
1000,00-13-a2-00-40-98-98-4f,2,128,94,81,0,33,27,30,0,33,0,19,16,27,16,27,16,27,0,16,0,19,0,19,0,16,0,8,0,19,19,8,0,16,0,8,0,8,8,0,0,19,0,0,0,0,0,0,0,8,0,8,8,19,0,8,8,0,0,0,8,19,8,8,8,0
200,00-13-a2-00-40-a1-f1-43,1,128,0,39,16,19,0,35,30,35,16,0,0,27,8,27,0,27,0,19,0,19,0,19,19,0,19,0,0,19,0,19,0,19,0,0,0,0,0,19,0,8,0,0,0,8,8,8,0,8,0,8,0,8,0,8,8,0,8,0,0,8,0,8,0,8
500,00-13-a2-00-40-a1-ee-d3,2,128,90,77,0,38,0,35,0,19,0,8,0,16,0,27,0,27,0,19,0,19,0,19,0,8,0,8,0,19,0,19,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,8,0,19,0,8,0,8,0,8,0,8,0,0,0,8,0,8,0,8
1000,00-13-a2-00-40-98-98-4f,0,128,0,39,16,16,24,35,16,16,0,0,25,24,16,27,25,24,0,19,19,0,0,19,19,19,0,0,19,0,0,19,19,19,0,0,0,0,19,19,0,8,0,0,0,19,0,8,0,19,0,8,8,0,0,8,8,8,0,0,8,0,0,8,8,8
200,00-13-a2-00-40-a1-f1-43,2,128,92,80,16,33,19,30,27,25,0,8,19,27,8,8,27,27,0,8,8,19,0,25,19,0,0,0,8,8,0,0,19,0,0,16,0,8,8,0,19,8,0,0,0,0,0,19,8,8,0,0,0,8,0,0,8,8,0,0,0,8,0,8,8,0
500,00-13-a2-00-40-a1-ee-d3,0,128,16,16,0,0,0,16,0,0,0,16,0,0,0,16,0,0,0,19,0,0,0,19,0,0,0,19,0,0,0,19,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0
1000,00-13-a2-00-40-98-98-4f,1,128,45,25,0,30,0,30,0,33,8,0,0,24,0,27,0,27,0,0,0,19,0,19,0,19,0,0,0,19,0,19,0,19,0,8,0,8,0,0,0,19,0,8,0,19,0,0,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8
200,00-13-a2-00-40-a1-f1-43,0,128,16,39,0,16,0,35,0,24,0,0,0,27,0,27,0,27,0,19,0,0,0,19,0,19,0,0,0,19,0,19,0,19,0,0,0,0,0,19,0,19,0,0,0,8,0,8,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,8
500,00-13-a2-00-40-a1-ee-d3,1,128,0,39,16,16,0,19,8,30,16,0,0,0,0,27,0,30,0,19,8,0,0,0,8,27,19,0,0,0,0,19,0,19,0,0,0,0,0,0,8,0,0,0,8,0,0,8,0,8,0,8,0,0,0,0,8,8,8,0,0,0,0,8,0,8
1000,00-13-a2-00-40-98-98-4f,2,128,94,82,16,35,0,30,35,33,0,19,0,27,0,19,27,30,0,8,0,30,0,19,19,16,0,0,0,16,0,24,19,25,0,16,0,8,0,0,19,19,0,24,0,8,0,8,8,19,0,0,0,8,0,8,8,8,0,8,0,8,0,0,8,0
200,00-13-a2-00-40-a1-f1-43,1,128,0,39,16,16,19,35,33,30,0,0,27,25,0,27,27,27,0,19,0,19,19,19,16,19,0,0,19,19,0,19,19,19,0,0,0,0,8,19,8,0,0,0,8,0,8,8,8,8,0,8,0,8,8,8,0,8,0,0,8,8,8,8,8,8
500,00-13-a2-00-40-a1-ee-d3,2,128,89,77,16,39,0,24,27,33,0,19,19,27,0,19,27,30,0,19,0,19,8,30,19,19,0,0,0,8,8,19,0,19,0,0,0,0,0,8,16,19,0,8,24,0,0,19,19,0,0,0,8,8,0,8,8,19,0,0,8,19,0,8,8,8
1000,00-13-a2-00-40-98-98-4f,0,128,0,39,0,39,0,35,0,33,0,0,0,24,0,27,0,27,0,19,0,19,0,19,0,19,0,0,0,19,0,19,0,19,0,0,0,0,0,19,0,19,0,0,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,0,0,8,0,8,0,8
200,00-13-a2-00-40-a1-f1-43,2,128,92,80,30,33,16,30,30,30,0,8,16,16,27,8,16,27,0,0,19,16,0,8,30,8,0,0,19,19,0,0,19,19,0,16,16,0,0,0,0,16,0,0,8,0,19,0,8,8,0,0,0,8,8,0,0,19,0,0,8,8,8,0,8,0
500,00-13-a2-00-40-a1-ee-d3,0,128,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0
1000,00-13-a2-00-40-98-98-4f,1,128,48,25,39,30,27,30,27,33,0,0,19,19,25,24,25,27,0,0,19,19,19,19,0,19,0,0,0,19,19,8,19,19,0,8,0,8,0,0,8,19,0,8,8,8,0,8,0,8,0,8,8,8,8,8,0,8,0,8,8,8,8,8,0,8
200,00-13-a2-00-40-a1-f1-43,0,128,16,39,0,16,0,35,0,30,0,0,0,27,0,27,0,27,0,19,0,0,0,19,0,24,0,0,0,19,0,19,0,19,0,0,0,0,0,19,0,0,0,0,0,8,0,8,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,8
500,00-13-a2-00-40-a1-ee-d3,1,128,0,43,16,35,0,30,35,16,16,0,24,16,0,24,30,27,0,19,0,0,0,19,19,0,19,0,0,19,0,19,19,19,0,0,0,8,0,0,8,0,8,0,19,0,0,8,8,8,0,8,0,0,0,8,8,0,8,0,0,8,0,8,0,8
1000,00-13-a2-00-40-98-98-4f,2,128,93,80,27,35,16,30,19,32,0,0,19,16,25,19,27,27,0,19,30,8,19,0,19,25,0,8,19,16,19,0,19,0,0,8,0,8,0,24,0,8,0,0,19,0,0,8,8,8,0,0,8,0,8,0,8,8,0,0,8,8,8,0,8,8
200,00-13-a2-00-40-a1-f1-43,1,128,0,39,24,39,0,35,24,33,0,0,24,27,0,27,30,27,0,19,19,30,0,19,19,19,0,0,19,19,0,19,19,19,0,0,8,0,0,19,8,19,0,0,8,8,0,8,8,8,0,8,8,8,0,8,8,8,0,0,8,8,0,8,8,8
500,00-13-a2-00-40-a1-ee-d3,2,128,89,77,16,39,0,35,16,33,0,8,27,27,0,27,27,30,0,8,19,19,0,30,19,19,0,0,19,8,0,19,19,19,0,0,0,0,0,8,0,19,0,8,8,0,0,8,8,0,0,0,8,8,0,19,8,8,0,0,8,19,0,8,8,8
1000,00-13-a2-00-40-98-98-4f,0,128,0,39,16,16,0,35,35,30,0,0,0,25,0,27,27,27,0,19,0,19,0,19,19,19,0,0,0,19,0,19,19,19,0,0,0,0,0,19,19,0,0,0,0,0,0,8,8,8,0,8,0,8,0,8,8,8,0,0,0,8,0,8,8,8
200,00-13-a2-00-40-a1-f1-43,2,128,92,80,27,33,24,30,27,25,0,8,8,27,19,8,16,27,0,8,8,19,8,25,19,0,0,0,0,8,8,0,0,0,0,16,16,8,8,0,24,8,0,0,0,0,0,19,0,8,0,0,0,8,0,0,24,8,0,0,0,8,0,8,8,0
500,00-13-a2-00-40-a1-ee-d3,0,128,16,30,30,30,30,30,30,35,0,27,25,25,25,25,25,25,0,19,19,19,19,19,19,19,0,16,16,16,16,16,16,16,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0
1000,00-13-a2-00-40-98-98-4f,1,128,48,32,30,19,24,35,30,33,0,24,16,19,24,27,25,27,0,16,19,0,16,19,19,19,0,16,16,0,16,19,16,19,0,0,0,0,8,19,0,19,8,8,0,19,8,8,0,8,0,0,8,0,0,8,8,8,8,0,8,0,0,8,0,8
200,00-13-a2-00-40-a1-f1-43,0,128,16,40,16,16,16,30,30,19,0,30,0,24,16,19,24,30,0,0,0,0,19,16,16,8,0,19,0,8,19,0,0,19,0,8,0,0,8,0,0,8,0,8,0,8,8,8,19,0,0,0,0,0,8,8,0,8,0,8,0,0,8,0,0,8
500,00-13-a2-00-40-a1-ee-d3,1,128,0,39,39,16,0,19,16,35,0,0,24,24,0,27,27,30,0,19,19,0,0,0,0,19,0,0,0,8,0,19,19,19,0,0,0,0,0,0,0,0,0,0,0,8,0,8,8,0,0,8,8,0,0,0,0,8,0,0,0,0,0,8,8,8
1000,00-13-a2-00-40-98-98-4f,2,128,93,80,27,27,0,30,19,32,0,19,8,19,0,27,8,24,0,19,8,8,0,19,0,16,8,0,0,0,0,19,0,8,0,8,0,0,0,19,0,8,0,24,0,0,0,8,0,16,8,0,0,8,0,0,0,8,0,8,0,0,0,8,0,8
200,00-13-a2-00-40-a1-f1-43,1,128,0,39,0,39,0,35,0,33,0,0,0,27,0,27,0,27,0,19,0,30,0,19,0,19,0,0,0,19,0,19,0,19,0,0,0,0,0,19,0,19,0,0,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,0,0,8,0,8,0,8
500,00-13-a2-00-40-a1-ee-d3,2,128,90,78,16,35,0,30,35,33,0,19,0,30,0,24,30,33,0,8,0,19,0,19,30,19,0,27,0,8,0,8,24,19,0,0,0,8,0,0,0,19,0,8,8,0,0,8,0,8,0,8,0,8,0,0,19,8,0,19,0,19,0,0,0,0
1000,00-13-a2-00-40-98-98-4f,0,128,16,39,0,16,0,35,0,0,0,0,0,27,0,27,0,27,0,19,0,0,0,19,0,0,0,0,0,19,0,19,0,19,0,0,0,0,0,19,0,0,0,0,0,8,0,8,0,8,0,8,0,0,0,8,0,0,0,0,0,8,0,8,0,8
200,00-13-a2-00-40-a1-f1-43,2,128,92,80,27,33,24,30,27,25,0,8,8,27,19,8,16,27,0,8,0,19,8,25,19,0,0,0,0,8,8,0,0,0,0,16,16,8,8,0,8,8,0,0,0,0,0,19,0,8,0,0,0,8,0,0,24,8,0,0,0,8,0,8,8,0
500,00-13-a2-00-40-a1-ee-d3,0,128,16,16,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,00-13-a2-00-40-98-98-4f,1,128,41,16,16,0,0,0,35,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,0,0,8,0,0,19,8,0,0,0,8,0,0,8,8,0,0,0,8,0,0,8,8,0,0,0,8,0,0,8,8
200,00-13-a2-00-40-a1-f1-43,0,128,16,39,0,16,0,35,0,30,0,0,0,27,0,27,0,27,0,19,0,0,0,19,0,24,0,0,0,19,0,19,0,19,0,0,0,0,0,19,0,0,0,0,0,8,0,8,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,8
500,00-13-a2-00-40-a1-ee-d3,1,128,0,39,27,19,16,35,30,35,16,0,8,27,19,27,0,27,0,19,8,19,0,19,19,0,8,0,8,19,0,19,0,19,0,0,0,0,19,19,8,8,0,0,0,8,24,8,8,8,0,8,0,8,8,8,8,0,0,0,0,8,8,8,8,8
1000,00-13-a2-00-40-98-98-4f,2,128,94,80,16,35,0,30,16,27,0,0,27,19,0,19,27,24,0,24,19,19,0,8,19,0,0,0,19,19,0,19,19,0,0,8,0,19,0,19,0,19,0,0,8,0,0,8,8,8,0,0,8,8,0,19,8,0,0,0,8,8,0,8,8,0
200,00-13-a2-00-40-a1-f1-43,1,128,0,39,0,39,0,19,0,33,0,0,0,0,0,27,0,27,0,19,0,19,0,0,0,19,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,8,0,8,0,8,0,8,0,0,0,8,0,0,0,0,0,8,0,8
500,00-13-a2-00-40-a1-ee-d3,2,128,89,77,16,33,8,35,30,35,0,19,24,27,8,19,27,27,0,8,0,0,0,19,8,8,0,0,0,8,0,19,0,0,0,0,0,0,0,19,24,0,0,24,19,0,0,0,19,0,0,0,0,8,8,8,8,8,0,8,0,0,8,19,8,8
1000,00-13-a2-00-40-98-98-4f,0,128,0,39,19,39,0,35,19,33,0,0,19,24,0,27,19,27,0,19,19,19,0,19,19,19,0,0,19,19,0,19,19,19,0,0,8,0,0,19,8,19,0,0,8,8,0,8,8,8,0,8,8,8,0,8,8,8,0,0,8,8,0,8,8,8
200,00-13-a2-00-40-a1-f1-43,2,128,92,80,27,33,24,30,27,25,0,8,8,27,19,8,16,27,0,8,8,19,8,25,19,0,0,0,0,8,8,0,0,0,0,16,16,8,8,0,24,8,0,0,0,0,0,19,0,8,0,0,0,8,0,0,24,8,0,0,0,8,0,8,8,0
500,00-13-a2-00-40-a1-ee-d3,0,128,16,43,0,39,0,0,0,32,0,30,0,25,0,0,0,25,0,0,0,30,0,0,0,16,0,19,0,16,0,0,0,16,0,8,8,0,0,0,8,8,0,8,8,0,0,0,8,0,0,0,8,8,0,0,8,0,0,8,8,0,0,0,8,0
1000,00-13-a2-00-40-98-98-4f,1,128,48,33,30,30,24,35,30,33,0,19,33,24,24,27,25,27,0,19,8,24,19,19,30,19,0,19,8,24,19,19,16,19,0,0,8,0,0,19,0,19,0,0,8,8,0,8,0,8,0,8,0,0,0,8,8,8,0,8,0,8,0,8,0,8
200,00-13-a2-00-40-a1-f1-43,0,128,16,39,0,16,0,35,0,30,0,0,0,27,0,27,0,27,0,19,0,0,0,19,0,24,0,0,0,19,0,19,0,19,0,0,0,0,0,19,0,0,0,0,0,8,0,8,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,8
500,00-13-a2-00-40-a1-ee-d3,1,128,0,39,16,16,24,19,35,35,0,0,8,24,24,27,27,30,0,19,0,0,16,0,19,19,0,0,0,8,19,19,19,19,0,0,0,0,8,0,19,0,0,0,8,8,8,8,8,0,0,8,0,0,0,0,8,8,0,0,0,0,8,8,8,8
1000,00-13-a2-00-40-98-98-4f,2,128,93,80,16,35,27,35,30,25,16,8,19,16,19,24,27,30,0,19,0,19,8,8,19,0,19,0,0,19,0,19,19,0,0,8,0,8,19,0,19,0,0,0,0,0,8,8,8,0,0,8,0,8,0,8,0,0,8,0,0,8,8,0,8,8
200,00-13-a2-00-40-a1-f1-43,1,128,0,39,30,39,0,35,30,33,0,0,30,27,0,27,30,27,0,19,19,30,0,19,19,19,0,0,19,19,0,19,19,19,0,0,0,0,0,19,0,19,0,0,0,8,0,8,0,8,0,8,8,8,0,8,8,8,0,0,8,8,0,8,8,8
500,00-13-a2-00-40-a1-ee-d3,2,128,89,77,19,39,0,30,19,33,0,19,19,27,0,19,19,27,0,19,8,19,0,27,8,19,0,0,8,19,0,19,8,19,0,0,16,0,0,0,16,19,0,8,16,0,0,19,16,8,0,0,19,19,0,0,19,19,0,0,19,19,0,8,19,8
1000,00-13-a2-00-40-98-98-4f,0,128,0,35,35,16,24,24,35,24,0,16,27,0,24,0,27,24,0,0,0,0,16,16,19,19,0,19,19,0,16,0,19,16,0,8,8,0,0,8,19,0,0,0,8,0,0,0,8,0,0,0,0,0,8,0,8,19,0,8,8,0,8,0,8,8
200,00-13-a2-00-40-a1-f1-43,2,128,92,80,16,33,0,30,27,30,0,8,19,19,0,0,27,27,0,8,19,19,0,16,30,8,0,0,8,8,0,0,19,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,8,8,0,0,8,8,0,0,8,19,0,0,0,8,0,0,8,0
500,00-13-a2-00-40-a1-ee-d3,0,128,16,30,0,30,0,30,0,35,0,16,0,16,0,25,0,25,0,19,0,19,0,19,0,19,0,16,0,16,0,16,0,16,0,0,8,0,0,0,8,8,0,0,8,0,0,0,8,0,0,8,8,8,0,8,8,8,0,8,8,8,0,0,8,0
1000,00-13-a2-00-40-98-98-4f,1,128,48,35,24,30,0,35,24,35,0,0,24,24,0,24,24,27,0,0,19,24,0,19,19,24,0,0,19,24,0,19,19,19,0,0,0,0,8,0,0,19,0,0,0,8,8,0,0,8,0,0,0,0,8,8,0,8,0,0,0,8,8,8,0,8
200,00-13-a2-00-40-a1-f1-43,0,128,16,39,0,16,0,35,0,24,0,0,0,27,0,27,0,27,0,19,0,0,0,19,0,19,0,0,0,19,0,19,0,19,0,0,0,0,0,19,0,19,0,0,0,8,0,8,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,8
500,00-13-a2-00-40-a1-ee-d3,1,128,0,30,0,16,0,0,0,8,0,16,0,0,0,0,0,0,0,19,0,19,0,0,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,8,0,0,0,0,0,0
1000,00-13-a2-00-40-98-98-4f,2,128,93,80,16,35,16,35,16,33,8,8,27,25,16,24,27,27,19,8,19,19,19,19,19,16,8,0,19,19,19,8,19,0,0,8,0,8,8,19,0,19,0,8,8,0,8,8,8,8,8,0,8,8,8,19,8,0,0,0,8,0,8,8,8,0
200,00-13-a2-00-40-a1-f1-43,1,128,0,39,8,39,0,35,8,33,0,0,8,27,0,27,8,27,0,19,0,30,0,19,0,19,0,0,0,19,0,19,0,19,0,0,0,0,0,19,0,19,0,0,0,8,0,8,0,8,0,8,8,8,0,8,8,8,0,0,8,8,0,8,8,8
500,00-13-a2-00-40-a1-ee-d3,2,128,89,77,0,39,0,35,0,35,0,8,0,30,0,27,0,27,0,8,8,19,0,30,8,19,0,0,8,19,0,19,8,19,0,0,0,0,8,8,0,0,0,8,0,0,8,8,0,8,0,0,0,8,8,19,0,19,0,0,0,19,8,8,0,8
1000,00-13-a2-00-40-98-98-4f,0,128,0,39,16,16,24,35,35,30,0,0,0,25,24,27,27,27,0,19,0,19,24,19,19,19,0,0,0,19,24,19,19,19,0,0,0,0,0,19,19,0,0,0,0,0,0,8,8,8,0,8,0,8,8,8,8,8,0,0,0,8,8,8,8,8
200,00-13-a2-00-40-a1-f1-43,2,128,92,80,27,33,24,30,27,25,0,8,8,27,19,8,16,27,0,8,8,19,8,25,19,0,0,0,0,8,8,0,0,0,0,16,16,8,8,0,24,8,0,0,0,0,0,19,0,8,0,0,0,8,0,0,24,8,0,0,0,8,0,8,8,0
500,00-13-a2-00-40-a1-ee-d3,0,128,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,0
1000,00-13-a2-00-40-98-98-4f,1,128,48,32,35,16,24,35,35,33,0,24,16,16,24,24,25,27,0,24,0,0,16,8,0,19,0,24,19,0,16,8,16,19,0,0,8,0,8,8,8,19,8,8,0,0,8,8,0,8,0,8,0,0,0,19,0,8,8,8,8,0,0,8,0,8
200,00-13-a2-00-40-a1-f1-43,0,128,16,40,16,16,27,30,30,19,0,30,8,24,16,19,24,30,0,0,0,0,19,16,16,8,0,19,0,8,19,0,0,19,0,8,0,0,0,0,0,8,0,8,0,8,0,8,19,0,0,0,0,0,8,8,0,8,0,8,0,0,8,0,0,8
500,00-13-a2-00-40-a1-ee-d3,1,128,0,39,16,16,0,35,30,19,0,0,24,24,0,27,24,30,16,19,0,0,0,19,16,8,0,0,0,8,0,19,0,19,0,0,0,0,0,19,0,8,0,0,19,8,0,8,19,0,8,8,0,0,0,8,0,8,0,0,0,0,0,8,0,8
1000,00-13-a2-00-40-98-98-4f,2,128,93,80,16,35,16,30,16,25,8,8,27,25,19,24,27,27,0,8,19,19,0,24,19,0,8,0,19,19,19,8,19,0,0,8,0,8,8,16,0,8,0,8,8,0,19,8,8,8,0,0,8,8,0,16,8,0,0,0,8,0,8,8,8,8
200,00-13-a2-00-40-a1-f1-43,1,128,0,39,24,39,0,35,19,33,0,0,0,27,0,27,0,27,0,19,24,30,0,19,19,19,0,0,0,19,0,19,0,19,0,0,19,0,0,19,8,19,0,0,8,8,0,8,8,8,0,8,19,8,0,8,8,8,0,0,8,8,0,8,8,8
500,00-13-a2-00-40-a1-ee-d3,2,128,89,78,25,27,35,19,24,33,8,19,0,27,19,30,25,24,0,8,8,16,8,19,8,19,0,19,0,16,19,8,19,0,0,0,0,0,8,0,8,0,8,8,8,0,16,0,19,0,0,8,0,19,0,16,19,0,8,0,0,0,0,19,0,24
1000,00-13-a2-00-40-98-98-4f,0,128,0,39,30,39,0,35,30,33,0,0,25,27,0,27,27,27,0,19,19,30,0,19,19,19,0,0,16,19,0,19,19,19,0,0,0,0,0,19,0,19,0,0,0,8,0,8,8,8,0,8,8,8,0,8,8,8,0,0,0,8,0,8,8,8
200,00-13-a2-00-40-a1-f1-43,2,128,92,80,30,33,0,30,27,35,0,8,25,19,0,0,27,27,0,0,19,0,0,0,19,8,0,0,19,8,0,0,19,0,0,16,16,0,8,8,0,16,0,0,0,0,8,0,8,8,0,0,8,8,8,0,0,8,0,0,8,8,8,0,8,0
500,00-13-a2-00-40-a1-ee-d3,0,128,32,16,30,0,0,0,30,0,0,0,25,0,0,0,25,0,0,0,19,0,0,0,19,0,0,0,16,0,0,0,16,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,8,0,8,0,0,0,0,0,8,0,0,0
1000,00-13-a2-00-40-98-98-4f,1,128,48,32,35,35,27,35,30,32,0,30,16,35,0,24,27,25,0,19,0,0,16,19,19,16,0,19,8,19,0,8,19,16,0,0,8,8,8,19,0,8,0,8,8,0,8,8,8,0,0,0,0,8,8,8,8,0,0,8,0,8,8,8,8,0
200,00-13-a2-00-40-a1-f1-43,0,128,16,39,8,16,0,35,8,30,0,0,8,25,0,27,8,27,0,19,0,19,0,19,0,19,0,0,0,19,0,19,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,8,0,8,0,8,8,8,0,8,8,8,0,0,8,8,0,8,8,8
500,00-13-a2-00-40-a1-ee-d3,1,128,0,39,16,16,0,35,35,30,0,0,0,25,0,27,27,27,0,19,0,19,0,19,19,19,0,0,0,19,0,19,19,19,0,0,0,0,0,19,19,0,0,0,0,0,0,8,8,8,0,8,0,8,0,8,8,8,0,0,0,8,0,8,8,8
1000,00-13-a2-00-40-98-98-4f,2,128,93,80,19,33,0,33,27,27,0,8,16,8,0,27,16,27,8,8,0,0,0,19,19,0,0,8,0,0,0,19,0,8,0,8,0,0,8,19,0,19,0,0,0,8,8,8,0,8,0,0,8,8,8,19,8,0,0,0,0,0,8,8,0,8
200,00-13-a2-00-40-a1-f1-43,1,128,0,39,0,39,0,19,0,33,0,0,0,0,0,27,0,27,0,19,0,19,0,0,0,19,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,8,0,8,0,8,0,8,0,0,0,8,0,0,0,0,0,8,0,8
500,00-13-a2-00-40-a1-ee-d3,2,128,90,79,16,30,16,24,35,30,19,30,0,24,27,16,30,27,0,19,0,24,0,19,0,8,19,19,0,19,19,19,19,19,0,0,0,0,0,19,0,0,8,19,8,16,8,8,0,8,0,8,0,16,0,19,8,8,8,8,0,16,8,8,8,0
